0;Take on Me;a-ha;We're talking away I don't know what I'm to say I'll say it anyway Today's another day to find you Shying away I'll be coming for your love, okay?  Take on me (Take on me) Take me on (Take on me) I'll be gone In a day or two  So needless to say I'm odds and ends But I'll be stumbling away Slowly learning that life is okay Say after me It's no better to be safe than sorry  Take on me (Take on me) Take me on (Take on me) I'll be gone In a day or two  All things that you say, yeah Is it life or just to play my worries away? You're all the things I've got to remember You're shying away I'll be coming for you anyway  Take on me (Take on me) Take me on (Take on me) I'll be gone In a day Take on me (Take on me) Take me on (Take on me) I'll be gone In a day91EmbedShare URLCopyEmbedCopy
1;A Groovy Kind Of Love;Phil Collins;When I'm feelin' blue, all I have to do Is take a look at you, then I'm not so blue When you're close to me, I can feel your heartbeat I can hear you breathing near my ear  Wouldn't you agree Baby, you and me Got a groovy kind of love  Anytime you want to you can turn me onto Anything you want to, anytime at all When I kiss your lips, ooh, I start to shiver Can't control the quivering inside  Wouldn't you agree Baby, you and me Got a groovy kind of love  When I'm feelin' blue, all I have to do Is take a look at you, then I'm not so blue When I'm in your arms, nothing seems to matter My whole world could shatter, I don't care Wouldn't you agree Baby, you and me Got a groovy kind of love  We got a groovy kind of love We got a groovy kind of love Oh, oh-oh-oh We got a groovy kind of loveEmbedShare URLCopyEmbedCopy
2;Time After Time;Cyndi Lauper;"Lying in my bed I hear the clock tick, and think of you Caught up in circles Confusion is nothing new Flashback, warm nights Almost left behind Suitcase of memories Time after—  Sometimes, you picture me I'm walking too far ahead You're calling to me I can't hear what you've said Then you say, ""Go slow"" I fall behind The second hand unwinds  If you're lost, you can look and you will find me Time after time If you fall, I will catch you, I'll be waiting Time after time If you're lost, you can look and you will find me Time after time If you fall, I will catch you, I'll be waiting (I will be waiting) Time after time After my picture fades And darkness has turned to gray Watching through windows You're wondering if I'm okay Secrets stolen from deep inside The drum beats out of time  If you're lost, you can look and you will find me Time after time If you fall, I will catch you, I'll be waiting Time after time   You said, ""Go slow"" I fall behind The second hand unwinds  If you're lost, you can look and you will find me Time after time If you fall, I will catch you, I'll be waiting Time after time If you're lost, you can look and you will find me Time after time If you fall, I will catch you, I'll be waiting (I will be waiting) Time after time Time after time Time after time Time after time Time after time Time after time Time after time Time after time Time after time Time after time Time after time19EmbedShare URLCopyEmbedCopy"
3;What's Love Got to Do with It;Tina Turner;You must understand though the touch of your hand Makes my pulse react That it's only the thrill of boy meeting girl Opposites attract It's physical Only logical You must try to ignore that it means more than that  What's love got to do, got to do with it? What's love but a second-hand emotion? What's love got to do, got to do with it? Who needs a heart when a heart can be broken?  It may seem to you that I'm acting confused When you're close to me If I tend to look dazed I've read it someplace I've got cause to be There's a name for it There's a phrase that fits But whatever the reason you do it for me  Oh What's love got to do, got to do with it? What's love but a second-hand emotion? What's love got to do, got to do with it? Who needs a heart when a heart can be broken? I've been taking on a new direction But I have to say I've been thinking about my own protection It scares me to feel this way  Oh What's love got to do, got to do with it? What's love but a second-hand emotion? What's love got to do, got to do with it? Who needs a heart when a heart can be broken?  What's love got to do, got to do with it? What's love but a sweet old-fashioned notion? What's love got to do, got to do with it? Who needs a heart when a heart can be broken?  What's love got to do ooh , got to do with it? What's love but a second-hand emotion? What's love got to do, got to do with it? Who needs a heart when a heart can be broken?  What's love? Got to do it Got to do it What's love?10EmbedShare URLCopyEmbedCopy
4;Dancing In the Dark;Bruce Springsteen;"I get up in the evening And I ain't got nothing to say I come home in the morning I go to bed feeling the same way I ain't nothing but tired Man, I'm just tired and bored with myself Hey there, baby I could use just a little help  You can't start a fire You can't start a fire without a spark This gun's for hire Even if we're just dancing in the dark  Messages keep getting clearer Radio's on, and I'm moving 'round my place I check my look in the mirror I wanna change my clothes, my hair, my face Man, I ain't getting nowhere I'm just living in a dump like this There's something happening somewhere Baby, I just know that there is You can't start a fire You can't start a fire without a spark This gun's for hire Even if we're just dancing in the dark  You sit around getting older There's a joke here somewhere, and it's on me I'll shake this world off my shoulders Come on, baby, the laugh's on me  Stay on the streets of this town And they'll be carving you up all right They say, ""You gotta stay hungry"" Hey, baby, I'm just about starving tonight I'm dying for some action I'm sick of sitting around here trying to write this book I need a love reaction Come on now, baby, give me just one look  You can't start a fire Sitting 'round crying over a broken heart This gun's for hire Even if we're just dancing in the dark You can't start a fire Worrying about your little world falling apart This gun's for hire Even if we're just dancing in the dark Even if we're just dancing in the dark Even if we're just dancing in the dark Even if we're just dancing in the dark Hey, baby 23EmbedShare URLCopyEmbedCopy"
5;Karma Chameleon;Culture Club;There's a loving in your eyes all the way If I listened to your lies, would you say  I'm a man without conviction I'm a man who doesn't know? How to sell a contradiction You come and go, you come and go  Karma karma karma karma karma chameleon You come and go, you come and go Loving would be easy if your colors were like my dreams Red gold and green, red gold and green  Didn't hear your wicked words every day And you used to be so sweet, I heard you say  That my love was an addiction When we cling, our love is strong When you go, you're gone forever You string along, you string along Karma karma karma karma karma chameleon You come and go, you come and go Loving would be easy if your colors were like my dreams Red gold and green, red gold and green  Every day is like survival You're my lover, not my rival Every day is like survival You're my lover, not my rival  I'm a man (a man) without conviction I'm a man (a man) who doesn't know How to sell (to sell) a contradiction You come and go, you come and go  Karma karma karma karma karma chameleon You come and go, you come and go Loving would be easy if your colors were like my dreams Red gold and green, red gold and green Karma karma karma karma karma chameleon You come and go, you come and go Loving would be easy if your colors were like my dreams Red gold and green, red gold and green Karma karma karma karma karma chameleon You come and go, you come and go Loving would be easy if your colors were like my dreams Red gold and green, red gold and green Karma karma karma karma karma chameleon20EmbedShare URLCopyEmbedCopy
6;Billie Jean;Michael Jackson;"She was more like a beauty queen from a movie scene I said, ""Don't mind, but what do you mean, I am the one Who will dance on the floor in the round?"" She said I am the one Who will dance on the floor in the round She told me her name was Billie Jean As she caused a scene Then every head turned with eyes that dreamed of bein' the one Who will dance on the floor in the round  People always told me, ""Be careful of what you do Don't go around breakin' young girls' hearts"" (Hee-hee) And mother always told me, ""Be careful of who you love And be careful of what you do (Oh-oh) 'Cause the lie becomes the truth"" (Oh-oh) Hey-ay  Billie Jean is not my lover She's just a girl who claims that I am the one (Oh, baby) But the kid is not my son, hoo! She says I am the one (Oh, baby) But the kid is not my son (Hee-hee-hee, no-no-no, hee-hee-hee) Hoo! For forty days and for forty nights, the law was on her side But who can stand when she's in demand? Her schemes and plans 'Cause we danced on the floor in the round, hee! So take my strong advice, just remember to always think twice (Don't think twice) Do think twice! (A-hoo!) She told my baby we'd danced 'til three, then she looked at me Then showed a photo of a baby cryin', his eyes were like mine (Oh, no) 'Cause we danced on the floor in the round, baby (Ooh, hee-hee-hee)  People always told me, ""Be careful of what you do And don't go around breakin' young girls' hearts"" (Don't break no hearts!) (Hee-hee) But she came and stood right by me Just the smell of sweet perfume (Ha-oh) This happened much too soon (Ha-oh, ha-ooh) She called me to her room (Ha-oh, hoo!) Hey-ay  Billie Jean is not my lover (Hoo!) She's just a girl who claims that I am the one But the kid is not my son No-no-no, no-no-no-no-no-no (Hoo!) Billie Jean is not my lover She's just a girl who claims that I am the one (Oh baby) But the kid is not my son (Oh, no, no) She says I am the one (Oh baby) But the kid is not my son (No, hee-hee!) Ah, hee-hee-hee! Hee! Hoo!  She says I am the one, but the kid is not my son No-no-no, hoo! (Ouw!) Billie Jean is not my lover She's just a girl who claims that I am the one (You know what you did to me, baby) But the kid is not my son No-no-no, no-no-no-no (No-no-no, no-no-no) She says I am the one But the kid is not my son (No-no-no-no)  She says I am the one You know what you did She says he is my son Breakin' my heart, babe She says I am the one Billie Jean is not my lover Billie Jean is not my lover Billie Jean is not my lover (She is just a girl) Billie Jean is not my lover (She is just a girl) (Don't call me Billie Jean) Billie Jean is not my lover (She is just a girl) (Hoo! She's not at the scene) Billie Jean is not (Hee! Aaow! Ooh!) Billie Jean is133EmbedShare URLCopyEmbedCopy"
7;I Wanna Dance with Somebody;Whitney Houston;Clock strikes upon the hour And the sun begins to fade Still enough time to figure out How to chase my blues away I've done alright up 'til now It's the light of day that shows me how And when the night falls Loneliness calls  Oh, I wanna dance with somebody I wanna feel the heat with somebody Yeah, I wanna dance with somebody With somebody who loves me  I've been in love and lost my senses Spinning through the town Sooner or later, the fever ends And I wind up feeling down I need a woman who'll take a chance On a love that burns hot enough to last When the night falls My lonely heart calls Oh, I wanna dance with somebody I wanna feel the heat with somebody Yeah, I wanna dance with somebody With somebody who loves me Oh, I wanna dance with somebody I wanna feel the heat with somebody Yeah! I wanna dance with somebody With somebody who loves me  Oh, I wanna dance with somebody I wanna feel the heat with somebody Yeah! I wanna dance with somebody With somebody who loves meEmbedShare URLCopyEmbedCopy
8;Summer Of '69;Bryan Adams;I got my first real six string Bought it at the five and dime Played it til my fingers bled Was the summer of '69  Me and some guys from school Had a band and we tried real hard Jimmy quit and Jody got married I shoulda known we'd never get far  But when I look back now That summer seemed to last forever And if I had the choice Ya, I'd always wanna be there Those were the best days of my life  Ain't no use in complainin' When you got a job to do Spent my evenin's down at the drive-in And that's when I met you, ya  Standin' on your mama's porch You told me that you'd wait forever Oh, and when you held my hand I knew that it was now or never Those were the best days of my life Oh Yeah! Back in the summer of '69 Oh! Man, we were killin' time We were young and restless We needed to unwind I guess nothin' can last forever Forever, no...  Yeah!  And now the times are changin' Look at everything that's come and gone Sometimes when I play that old six string I think about ya 'n wonder what went wrong  Standin' on your mama's porch You told me it would last forever Oh, the way you held my hand I knew that it was now or never Those were the best days of my life  Oh yeah Back in the summer of '69 Uh-huh It was the summer of '69 Oh yeah Me and my baby in a 69 Oh! Oh! It was the summer, summer, summer of 6929EmbedShare URLCopyEmbedCopy
9;Let's Groove;Earth, Wind & Fire;We can boogie down, down up on down The boogie sound, down up on down The boogie sound, down up on down The boogie sound, down up on down  Let's groove tonight (down down upon down) Share the spice of life (The boogie sound, down upon down) Baby, slice it right (The boogie sound, down upon down) We're gonna groove tonight (The boogie sound, down upon down)  Let this groove get you to move It's alright, alright, alright Let this groove set in your shoes So stand up, alright, alright  Gonna tell you what you can do with my love Alright Let you know, girl You're looking good, you're out of sight Alright Just move yourself and glide like a 747 And lose yourself in the sky Among the clouds in the heavens, gods Let this groove light up your fuse It's alright, alright, alright Let this groove set in your shoes So stand up, alright, alright  Let me tell ya what you can do with my love Alright Gotta let you know, girl You're looking good, you're out of sight Alright Just tell the DJ to play your favorite tune Then you know it's okay What you found is happening now  Let this groove light up your fuse It's alright, alright, alright Let this groove set in your shoes So stand up, alright, alright Let this groove get you to move It's alright, alright, alright Let this groove set in your shoes So stand up, alright, alright You will find peace of mind on the floor Take a little time Come and see, you and me Give a little sign I'll be there, after a while If you want my love We can boogie on down Down, boogie on down (The boogie sound, down upon down) Down, boogie on down (The boogie sound, down upon down) Down, we boogie on down (The boogie sound, down upon down) On down (The boogie sound, down upon down)  Let's groove tonight (The boogie sound, down upon down) Share the spice of life (The boogie sound, down upon down) Baby, slice it right (The boogie sound, down upon down) We're gonna groove tonight (The boogie sound, down upon down)  Let this groove light up your fuse It's alright, alright, alright Let this groove set in your shoes So stand up, alright, alright Let this groove get you to move (we're gonna groove tonight) It's alright, alright, alright (Share the spice of life) Let this groove set in your shoes (Baby, slice it right) So stand up, alright, alright (just start the groove tonight) Let this groove light up your fuse (Just move yourself) It's alright, alright (Just move yourself) Let this groove set in your shoes (Just move yourself) So stand up, alright, alright Let this groove get you to move (groove tonight) It's alright, alright, alright (Share the spice of life) Let this groove set in your shoes (Baby, slice it right) So stand up, alright, alright (we're gonna groove tonight) Let this groove get you to move (Just move yourself) It's alright, alright Let this groove set in your shoes (Just move yourself) So stand up, alright, alright (Just move yourself) Let this groove light up your fuse It's alright, alright, alright Let this groove set in your shoes So stand up, alright, alright12EmbedShare URLCopyEmbedCopy
