0;I Want It That Way;Backstreet Boys;Yeah-eh-eh  You are my fire The one desire Believe when I say I want it that way But we are two worlds apart Can't reach to your heart When you say That I want it that way  Tell me why Ain't nothing but a heartache Tell me why Ain't nothing but a mistake Tell me why I never wanna hear you say I want it that way  Am I your fire? Your one desire Yes, I know it's too late But I want it that way Tell me why Ain't nothing but a heartache Tell me why Ain't nothing but a mistake Tell me why I never wanna hear you say I want it that way  Now I can see that we're falling apart From the way that it used to be, yeah No matter the distance I want you to know That deep down inside of me  You are my fire The one desire You are (You are, you are, you are)  Don't wanna hear you say Ain't nothin' but a heartache Ain't nothin' but a mistake (Don't wanna hear you say) I never wanna hear you say (Oh, yeah) I want it that way Tell me why Ain't nothing but a heartache Tell me why Ain't nothing but a mistake Tell me why I never wanna hear you say (Don't wanna hear you say) I want it that way Tell me why Ain't nothin' but a heartache Ain't nothin' but a mistake Tell me why I never wanna hear you say (Never wanna hear you say, yeah) I want it that way 'Cause I want it that way52EmbedShare URLCopyEmbedCopy
1;Torn;Natalie Imbruglia;I thought I saw a man brought to life He was warm, he came around like he was dignified He showed me what it was to cry Well, you couldn't be that man I adored You don't seem to know, or seem to care what your heart is for But I don't know him anymore  There's nothing where he used to lie My conversation has run dry That's what's going on Nothing's fine, I'm torn  I'm all out of faith This is how I feel I'm cold and I am shamed Lying naked on the floor Illusion never changed Into something real I'm wide awake and I can see The perfect sky is torn You're a little late I'm already torn So I guess the fortune teller's right Should've seen just what was there And not some holy light But you crawled beneath my veins, and now  I don't care, I had no luck I don't miss it all that much There's just so many things That I can touch, I'm torn  I'm all out of faith This is how I feel I'm cold and I am shamed Lying naked on the floor Illusion never changed Into something real I'm wide awake and I can see The perfect sky is torn You're a little late, I'm already torn Torn (Ooh, ooh-ooh, ooh)  There's nothing where he used to lie My inspiration has run dry That's what's going on Nothing's right, I'm torn I'm all out of faith This is how I feel I'm cold and I am shamed Lying naked on the floor Illusion never changed Into something real I'm wide awake and I can see The perfect sky is torn  I'm all out of faith This is how I feel I'm cold and I'm ashamed Bound and broken on the floor You're a little late, I'm already torn Torn Oh  (Ooh yeah, a little) (Ooh yeah, a little) (Ooh yeah, a little)22EmbedShare URLCopyEmbedCopy
2;Wannabe;Spice Girls;"Hahaha Yo, I'll tell you what I want, what I really, really want So tell me what you want, what you really, really want I'll tell you what I want, what I really, really want So tell me what you want, what you really, really want I wanna (Hey!), I wanna (Hey!), I wanna (Hey!), I wanna (Hey!) I wanna really, really, really wanna ""zig-a-zig"", ah  If you want my future, forget my past If you wanna get with me, better make it fast Now don't go wasting my precious time Get your act together, we could be just fine  I'll tell you what I want, what I really, really want So tell me what you want, what you really, really want I wanna (Hey!), I wanna (Hey!), I wanna (Hey!), I wanna (Hey!) I wanna really, really, really wanna ""zig-a-zig"", ah  If you wanna be my lover, you gotta get with my friends (Gotta get with my friends) Make it last forever, friendship never ends If you wanna be my lover, you have got to give Taking is too easy, but that's the way it is Oh what you think about that, now you know how I feel Say you could handle my love, are you for real? (Are you for real?) I won't be hasty, I'll give you a try If you really bug me, then I'll say goodbye  Yo, I'll tell you what I want, what I really, really want So tell me what you want, what you really, really want I wanna (Hey!), I wanna (Hey!), I wanna (Hey!), I wanna (Hey!) I wanna really, really, really wanna ""zig-a-zig"", ah  If you wanna be my lover, you gotta get with my friends (Gotta get with my friends) Make it last forever, friendship never ends If you wanna be my lover, you have got to give (You've got to give) Taking is too easy, but that's the way it is  So here's a story from A to Z You wanna get with me, you gotta listen carefully We got Em in the place who likes it in your face We got G like MC who likes it on an- Easy V doesn't come for free, she's a real lady And as for me, haha, you'll see Slam your body down and wind it all around Slam your body down and wind it all around If you wanna be my lover, you gotta get with my friends (Gotta get with my friends) Make it last forever, friendship never ends If you wanna be my lover, you have got to give (You've got to give) Taking is too easy, but that's the way it is  If you wanna be my lover (You gotta, you gotta, you gotta, you gotta, you gotta slam) Make it last forever (Slam, slam, slam, slam) Slam your body down and wind it all around Slam your body down and wind it all around (Hey, hey, hey, hey, hey, hey) Slam your body down and wind it all around Slam your body down and ""zig-a-zig"", ah (Uh, uh, uh, uh) If you wanna be my lover28EmbedShare URLCopyEmbedCopy"
3;(Everything I Do) I Do It For You;Bryan Adams;Look into my eyes You will see What you mean to me Search your heart Search your soul And when you find me there You'll search no more  Don't tell me It's not worth tryin' for You can't tell me It's not worth dyin' for You know it's true Everything I do I do it for you  Look into your heart You will find There's nothin' there to hide Take me as I am Take my life I would give it all I would sacrifice Don't tell me It's not worth fightin' for I can't help it There's nothin' I want more You know it's true Everything I do I do it for you  There's no love Like your love And no other Could give more love There's nowhere Unless you're there All the time All the way, yeah  Look into your heart, babe Yeah Oh yeah  Oh, you can't tell me It's not worth tryin' for I can't help it There's nothin' I want more Yeah, I would fight for you I'd lie for you Walk the wire for you Yeah, I'd die for you You know it's true Everything I do Oh I do it for you  Everything I do, darling And we'll see it through We will see it through Oh yeah Yeah!  Search your heart, search your soul You can't tell me it ain't worth dying for Oh yeah  I'll be there, yeah, oh I'll walk the wire for you, yeah I will die for you Oh yeah All the time I'm going all the way, all the way, yeah Take me by the hand Ow18EmbedShare URLCopyEmbedCopy
4;Wonderwall;Oasis;Today is gonna be the day that they're gonna throw it back to you By now, you shoulda somehow realised what you gotta do I don't believe that anybody feels the way I do about you now  Backbeat, the word is on the street that the fire in your heart is out I'm sure you've heard it all before, but you never really had a doubt I don't believe that anybody feels the way I do about you now  And all the roads we have to walk are winding And all the lights that lead us there are blinding There are many things that I would like to say to you But I don't know how  Because maybe You're gonna be the one that saves me And after all You're my wonderwall  Today was gonna be the day, but they'll never throw it back to you By now, you should've somehow realised what you're not to do I don't believe that anybody feels the way I do about you now And all the roads that lead you there were winding And all the lights that light the way are blinding There are many things that I would like to say to you But I don't know how  I said maybe You're gonna be the one that saves me And after all You're my wonderwall I said maybe (I said maybe) You're gonna be the one that saves me And after all You're my wonderwall I said maybe (I said maybe) You're gonna be the one that saves me (Saves me) You're gonna be the one that saves me (Saves me) You're gonna be the one that saves me (Saves me)191EmbedShare URLCopyEmbedCopy
5;It Must Have Been Love;Roxette;It must have been love But it's over now  Lay a whisper on my pillow Leave the winter on the ground I wake up lonely This air of silence In the bedroom and all around Touch me now I close my eyes And dream away  It must have been love But it's over now It must have been good But I lost it somehow It must have been love But it's over now From the moment we touched Till the time had run out  Make believing we're together That I'm sheltered by your heart But in and outside I turn to water Like a teardrop in your palm And it's a hard Winter's day I dream away It must have been love (Must have been love) But it's over now (It's over now) It was all that I wanted Now I'm living without It must have been love (Must have been love)  But it's over now (It's over now) It's where the water flows It's where the wind blows   It must have been love (Must have been love) But it's over now (It's over now) It must have been good But I lost it somehow It must have been love (Must have been love) But it's over now (It's over now) From the moment we touched Till the time had run out Yeah, it must have been love (Must have been love) But it's over now (It's over now) It was all that I wanted Now I'm living without It must have been love But it's over now It's where the water flows It's where the wind blows (Must have been love) It must have been love But it's over now No, no, no6EmbedShare URLCopyEmbedCopy
6;Kiss Me;Sixpence None The Richer;Kiss me out of the bearded barley Nightly, beside the green, green grass Swing, swing, swing the spinning step You wear those shoes and I will wear that dress, oh  Kiss me beneath the milky twilight Lead me out on the moonlit floor Lift your open hand, strike up the band And make the fireflies dance, silver moon's sparkling So kiss me  Kiss me down by the broken tree house Swing me upon its hanging tire Bring, bring, bring your flowered hat We'll take the trail marked on your father's map  Kiss me beneath the milky twilight Lead me out on the moonlit floor Lift your open hand, strike up the band And make the fireflies dance, silver moon's sparkling So kiss me  Kiss me beneath the milky twilight Lead me out on the moonlit floor Lift your open hand, strike up the band And make the fireflies dance, silver moon's sparkling So kiss me  So kiss me So kiss me So kiss me21EmbedShare URLCopyEmbedCopy
7;Gangsta's Paradise;Coolio;As I walk through the valley of the shadow of death I take a look at my life and realize there's nothin' left 'Cause I've been blastin' and laughin' so long, that Even my momma thinks that my mind is gone But I ain't never crossed a man that didn't deserve it Me be treated like a punk, you know that's unheard of You better watch how you talkin' and where you walkin' Or you and your homies might be lined in chalk I really hate to trip, but I gotta loc As they croak, I see myself in the pistol smoke Fool, I'm the kinda G the little homies wanna be like On my knees in the night, sayin' prayers in the streetlight  Been spendin' most their lives livin' in the gangsta's paradise Been spendin' most their lives livin' in the gangsta's paradise Keep spendin' most our lives livin' in the gangsta's paradise Keep spendin' most our lives livin' in the gangsta's paradise  Look at the situation they got me facin' I can't live a normal life, I was raised by the street So I gotta be down with the hood team Too much television watchin' got me chasin' dreams I'm a educated fool with money on my mind Got my ten in my hand and a gleam in my eye I'm a loc'd out gangsta, set trippin' banger And my homies is down so don't arouse my anger Fool, death ain't nothin' but a heart beat away I'm livin' life do or die, what can I say? I'm 23 now, but will I live to see 24? The way things is goin' I don't know Tell me why are we so blind to see That the ones we hurt are you and me?  Been spendin' most their lives livin' in the gangsta's paradise Been spendin' most their lives livin' in the gangsta's paradise Keep spendin' most our lives livin' in the gangsta's paradise Keep spendin' most our lives livin' in the gangsta's paradise  Power and the money, money and the power Minute after minute, hour after hour Everybody's runnin', but half of them ain't lookin' It's goin' on in the kitchen, but I don't know what's cookin' They say I gotta learn, but nobody's here to teach me If they can't understand it, how can they reach me? I guess they can't, I guess they won't I guess they frontin', that's why I know my life is out of luck, fool!  Been spendin' most their lives livin' in the gangsta's paradise Been spendin' most their lives livin' in the gangsta's paradise Keep spendin' most our lives livin' in the gangsta's paradise Keep spendin' most our lives livin' in the gangsta's paradise Tell me why are we so blind to see That the ones we hurt are you and me? Tell me why are we so blind to see That the ones we hurt are you and me?164EmbedShare URLCopyEmbedCopy
8;Smells Like Teen Spirit;Nirvana;Load up on guns, bring your friends It's fun to lose and to pretend She's over-bored and self-assured Oh no, I know a dirty word  Hello, hello, hello, how low Hello, hello, hello, how low Hello, hello, hello, how low Hello, hello, hello  With the lights out, it's less dangerous Here we are now, entertain us I feel stupid and contagious Here we are now, entertain us A mulatto, an albino A mosquito, my libido  Yeah, hey, yay  I'm worse at what I do best And for this gift, I feel blessed Our little group has always been And always will until the end Hello, hello, hello, how low Hello, hello, hello, how low Hello, hello, hello, how low Hello, hello, hello  With the lights out, it's less dangerous Here we are now, entertain us I feel stupid and contagious Here we are now, entertain us A mulatto, an albino A mosquito, my libido  Yeah, hey, yay   And I forget just why I taste Oh yeah, I guess it makes me smile I found it hard, it's hard to find Oh well, whatever, never mind  Hello, hello, hello, how low Hello, hello, hello, how low Hello, hello, hello, how low Hello, hello, hello With the lights out, it's less dangerous Here we are now, entertain us I feel stupid and contagious Here we are now, entertain us A mulatto, an albino A mosquito, my libido  A denial, a denial A denial, a denial A denial, a denial A denial, a denial A denial399EmbedShare URLCopyEmbedCopy
9;It's All Coming Back to Me Now;Céline Dion;There were nights when the wind was so cold That my body froze in bed If I just listened to it Right outside the window There were days when the sun was so cruel That all the tears turned to dust And I just knew my eyes were Drying up forever I finished crying in the instant that you left And I can't remember where or when or how And I banished every memory you and I had ever made  But when you touch me like this And you hold me like that I just have to admit That it's all coming back to me When I touch you like this And I hold you like that It's so hard to believe but It's all coming back to me (It's all coming back, it's all coming back to me now)  There were moments of gold And there were flashes of light There were things I'd never do again But then they'd always seemed right There were nights of endless pleasure It was more than any laws allow Baby, baby If I kiss you like this And if you whisper like that It was lost long ago But it's all coming back to me If you want me like this And if you need me like that It was dead long ago But it's all coming back to me It's so hard to resist And it's all coming back to me I can barely recall But it's all coming back to me now But it's all coming back  There were those empty threats and hollow lies And whenever you tried to hurt me I just hurt you even worse And so much deeper There were hours that just went on for days When alone at last we'd count up all the chances That were lost to us forever But you were history with the slamming of the door And I made myself so strong again somehow And I never wasted any of my time on you since then But if I touch you like this And if you kiss me like that It was so long ago But it's all coming back to me If you touch me like this And if I kiss you like that It was gone with the wind But it's all coming back to me (It's all coming back, it's all coming back to me now)  There were moments of gold And there were flashes of light There were things we'd never do again But then they'd always seemed right There were nights of endless pleasure It was more than all your laws allow Baby, baby, baby  When you touch me like this And when you hold me like that It was gone with the wind But it's all coming back to me When you see me like this And when I see you like that Then we see what we want to see All coming back to me The flesh and the fantasies All coming back to me I can barely recall But it's all coming back to me now If you forgive me all this If I forgive you all that We forgive and forget And it's all coming back to me When you see me like this And when I see you like that We see just what we want to see All coming back to me The flesh and the fantasies All coming back to me I can barely recall, but it's all coming back to me now  (It's all coming back to me now) And when you kiss me like this (It's all coming back to me now) And when I touch you like that (It's all coming back to me now) If you do it like this (It's all coming back to me now) And if we14EmbedShare URLCopyEmbedCopy
