0;Stand By Me;Ben E. King;When the night has come And the land is dark And the moon is the only light we'll see No, I won't be afraid Oh, I won't be afraid Just as long as you stand, stand by me  So darlin', darlin', stand by me Oh, stand by me Oh, stand Stand by me, stand by me  If the sky that we look upon Should tumble and fall Or the mountains should crumble to the sea I won't cry, I won't cry No, I won't shed a tear Just as long as you stand, stand by me  And darlin', darlin', stand by me Oh, stand by me Woah, stand now Stand by me, stand by me  Darlin', darlin', stand by me Oh, stand by me Oh, stand now Stand by me, stand by me Whenever you're in trouble won't you stand by me Oh, stand by me Woah, just stand now Oh, stand, stand by me83EmbedShare URLCopyEmbedCopy
1;When a Man Loves a Woman;Percy Sledge;When a man loves a woman Can't keep his mind on nothin' else He'd change the world for the good thing he's found If she is bad, he can't see it She can do no wrong Turn his back on his best friend if he put her down When a man loves a woman He'll spend his very last dime Tryin' to hold on to what he needs He'd give up all his comforts And sleep out in the rain If she said that's the way It ought to be Well, this man loves you, woman I gave you everything I had Tryin' to hold on to your heartless love Baby, please don't treat me bad When a man loves a woman Down deep in his soul She can bring him such misery If she is playin' him for a fool He's the last one to know Lovin' eyes can never see When a man loves a woman He can do her no wrong He can never want Some other girl Yes when a man loves a woman I know exactly how he feels Cause baby, baby, you're my world When a man loves a woman...5EmbedShare URLCopyEmbedCopy
2;(I Can't Get No) Satisfaction;The Rolling Stones;I can't get no satisfaction I can't get no satisfaction 'Cause I try and I try and I try and I try I can't get no, I can't get no  When I'm driving in my car And that man comes on the radio And he's telling me more and more About some useless information Supposed to fire my imagination I can't get no, oh no, no, no! Hey, hey, hey! That's what I'll say!  I can't get no satisfaction I can't get no satisfaction 'Cause I try, and I try, and I try, and I try I can't get no, I can't get no  When I'm watching my TV And a man comes on and tells me How white my shirts can be Well he can't be a man 'cause he doesn't smoke The same cigarettes as me I can't get no, oh no, no, no Hey, hey, hey, that's what I say I can't get no satisfaction I can't get no girl reaction 'Cause I try, and I try, and I try, and I try I can't get no, I can't get no  When I'm riding 'round the world And I'm doing this and I'm signing that And I'm trying to make some girl Who tells me baby, better come back, maybe next week 'Cause you see, I'm on a losing streak I can't get no, oh no, no, no Hey, hey, hey! That's what I'll say!  I can't get no, I can't get no, I can't get no I can't get no satisfaction No satisfaction, no satisfaction, no satisfaction I can't get no20EmbedShare URLCopyEmbedCopy
3;(What A) Wonderful World;Sam Cooke;1, 2, 3, Sam Back again I would really wanna know what's happening I don't wanna be on Mother Earth no more Cause Mister Dobalina left her raped and sore All I see is grey up in this thang And all I want is paint the world green again Who has the right to prevent me from tokin' and coughin' And everytime I see a tree, I ain't recognize nothin' It's the beauty in so many things that I don't see Because I'm blind from technology, we think is pretty So I need to change my priority that I think of To gather Gratitude, Indo, Nature and Love And try to make everybody understand and see What a wonderful World this could be... 1 ,2, 3, Back to the Intention Of Mr. Sam Cooke I ain't forget to mention Don't know much about History and though I want to rest I have to learn it, cause tomorrow we are gonna write a test And I'm not interested in the subject, because the past Is something, not like the presence, that is not gonna last You can't live reminiscing or else your memories will change ya Not in a good way, they will rather fool and derange ya Focus on your focus, and focus not on distractions Your goal is way better than all their little attractions Be strong and courageous, Be patient, Stay optimistic And after a while, you gon' see the lights in the distant But talk is cheap, I wish It was that easy What a wonderful World this would be...EmbedShare URLCopyEmbedCopy
4;Brown Eyed Girl;Van Morrison;Hey, where did we go? Days when the rains came Down in the hollow Playin' a new game Laughing and a running, hey, hey Skipping and a jumping In the misty morning fog with Our hearts a thumpin' and you My brown-eyed girl You, my brown-eyed girl  Whatever happened To Tuesday and so slow? Going down the old mine With a transistor radio Standing in the sunlight laughing Hiding behind a rainbow's wall Slipping and sliding All along the waterfall, with you My brown-eyed girl You, my brown-eyed girl  Do you remember when we used to sing Sha la la la la la la la la la la te da Just like that Sha la la la la la la la la la la te da la te da So hard to find my way Now that I'm all on my own I saw you just the other day My, how you have grown Cast my memory back there, Lord Sometimes I'm overcome thinking 'bout Making love in the green grass Behind the stadium with you My brown-eyed girl You, my brown-eyed girl  Do you remember when we used to sing Sha la la la la la la la la la la te da Sha la la la la la la la la la la te da la te da Sha la la la la la la la la la la te da la te da18EmbedShare URLCopyEmbedCopy
5;I Say a Little Prayer;Aretha Franklin;(I say a little prayer for you) The moment I wake up Before I put on my makeup (Makeup) I say a little (Prayer for you) And while I'm combing my hair now And wondering what dress to wear now (Wear now) I say a little (Prayer for you)  (Forever) Forever, (And ever) yeah (You'll stay in my heart and I will love you) (Forever) Forever, (And ever) ever (We never will part, oh, how I love you) (Together) Together, (Together) together (That's how it must be to live without you) (Would only mean heartbreak for me)  I run for the bus, dear But while riding I think of us, dear (Us, dear) I say a little (Prayer for you) And at work I just take time And all through my coffee break time (Break time) I say a little (Prayer for you) (Forever) Forever, (And ever) and ever (You'll stay in my heart and I will love you) (Forever) Forever, (And ever) and ever (We never will part, oh, how I love you) (Together) Together, (Together) together (That's how it must be to live without you) (Would only mean heartbreak for me) Nobody but me  (Forever) Forever, (and ever) ever (You'll stay in my heart and I will love you) (Forever) Forever, (and ever) ever (We never will part, oh, how I love you) (Together) Together, (together) together (That's how it must be to live without you) (Would only mean heartbreak for me)  My darling, believe me (Believe me) For me, there is no one but you Please love me true I'm in love with you (Answer my prayer) Answer my prayer, baby (Answer my prayer) Say you'll love me true (Answer my prayer) Answer my prayer, baby (Answer my prayer) (Forever) Forever, (And ever) ever (You'll stay in my heart and I will love you) Ever (Forever) Forever, (And ever) ever (We never will part, oh, how I love you) (Together) Together, (Together) together (That's how it must be to live without you) (Would only mean heartbreak for me) Oh, nobody but me  My darling, believe me (Believe me) For me, there is no one but you Please love me true  This is my prayer (Answer my prayer, baby) Answer my prayer now, baby (Answer my prayer, baby) This is my prayer (Answer my prayer, baby) Answer it right now, baby (Answer my prayer, baby) Say you'll love me true (Answer my prayer, baby) This is my prayer, baby (Answer my prayer, baby) I'm in love with you (Answer my prayer)8EmbedShare URLCopyEmbedCopy
6;Here Comes The Sun;The Beatles;Here comes the sun, doo da doo doo Here comes the sun, and I say It's all right  Little darling, it's been a long cold lonely winter Little darling, it feels like years since it's been here  Here comes the sun, doo da doo doo Here comes the sun, and I say It's all right  Little darling, the smile's returning to the faces Little darling, it seems like years since it's been here  Here comes the sun Here comes the sun, and I say It's all right  Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes Sun, sun, sun, here it comes Little darling, I feel that ice is slowly melting Little darling, it seems like years since it's been clear  Here comes the sun, doo da doo doo Here comes the sun, and I say It's all right  Here comes the sun, doo da doo doo Here comes the sun It's all right It's all right53EmbedShare URLCopyEmbedCopy
7;Ain't No Mountain High Enough;Marvin Gaye;Listen, baby Ain't no mountain high Ain't no valley low Ain't no river wide enough, baby  If you need me, call me No matter where you are No matter how far (Don't worry, baby) Just call my name I'll be there in a hurry You don't have to worry Cause baby there  Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough To keep me from getting to you, babe  Remember the day I set you free I told you you could always count on me, darling From that day on, I made a vow I'll be there when you want me Someway, somehow Oh baby there Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough To keep me from getting to you, babe  Oh no, darling  No wind, no rain Nor winter storm Can't stop me, baby  No, no baby  Cause you are my goal  If you're ever in trouble I'll be there on the double Just send for me  Oh, baby! My love is alive Way down in my heart Although we are miles apart  If you ever need a helping hand I'll be there on the double Just as fast as I can  Don't you know that there... Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough To keep me from getting to you, baby Ain't no mountain high enough Ain't no valley low enough Ain't no river wide enough Ain't no mountain high enough Ain't no valley low enough35EmbedShare URLCopyEmbedCopy
8;Surfin' U.S.A.;The Beach Boys;If everybody had an ocean Across the U.S.A Then everybody'd be surfin' Like Californi-a You'd see them wearing their baggies Huarache sandals too A bushy bushy blond hairdo Surfin' U.S.A  You'd catch 'em surfin' at Del Mar (Inside, outside, U.S.A.) Ventura County line (Inside, outside, U.S.A.) Santa Cruz and Trestles (Inside, outside, U.S.A.) Australia's Narrabeen (Inside, outside, U.S.A.) All over Manhattan (Inside, outside, U.S.A.) And down Doheny Way (Inside, outside)  Everybody's gone surfin' Surfin' U.S.A We'll all be planning that route We're gonna take real soon We're waxing down our surfboards We can't wait for June We'll all be gone for the summer We're on surfari to stay Tell the teacher we're surfin' Surfin' U.S.A  Haggerties and Swamis (Inside, outside, U.S.A.) Pacific Palisades (Inside, outside, U.S.A.) San Onofre and Sunset (Inside, outside, U.S.A.) Redondo Beach LA (Inside, outside, U.S.A.) All over La Jolla (Inside, outside, U.S.A.) At Wa'imea Bay (Inside, outside)  Everybody's gone surfin' Surfin' U.S.A  Everybody's gone surfin' Surfin' U.S.A Everybody's gone surfin' Surfin' U.S.A Yeah everybody's gone surfin' Surfin' U.S.A Yeah everybody's gone surfin' Surfin' U.S.A11EmbedShare URLCopyEmbedCopy
9;(Sittin' On) the Dock of the Bay;Otis Redding;Sittin' in the mornin' sun I'll be sittin' when the evenin' come Watching the ships roll in And then I watch 'em roll away again, yeah  I'm sittin' on the dock of the bay Watching the tide roll away Ooh, I'm just sittin' on the dock of the bay Wastin' time  I left my home in Georgia Headed for the 'Frisco bay 'Cause I've had nothing to live for And look like nothin's gonna come my way  So I'm just gonna sit on the dock of the bay Watching the tide roll away Ooh, I'm sittin' on the dock of the bay Wastin' time  Look like nothing's gonna change Everything still remains the same I can't do what ten people tell me to do So I guess I'll remain the same, yes Sittin' here resting my bones And this loneliness won't leave me alone It's two thousand miles I roamed Just to make this dock my home  Now, I'm just gonna sit at the dock of the bay Watching the tide roll away Ooh-wee, sittin' on the dock of the bay Wastin' time  *Whistling*24EmbedShare URLCopyEmbedCopy
