0;Wild World;Yusuf / Cat Stevens;La-la-la-la-la-la-la-la, la, la La-la-la-la-la-la-la-la, la, la La-la-la-la-la-la-la-la, la, la-la, la  Now that I've lost everything to you You say you wanna start something new And it's breakin' my heart you're leavin' Baby, I'm grievin' But if you wanna leave, take good care Hope you have a lot of nice things to wear But then a lot of nice things turn bad out there  Oh, baby, baby, it's a wild world It's hard to get by just upon a smile Oh, baby, baby, it's a wild world I'll always remember you like a child, girl  You know I've seen a lot of what the world can do And it's breakin' my heart in two Because I never wanna see you sad, girl Don't be a bad girl But if you wanna leave, take good care Hope you make a lot of nice friends out there But just remember there's a lot of bad and beware Beware Oh, baby, baby, it's a wild world And it's hard to get by just upon a smile Oh, baby, baby, it's a wild world And I'll always remember you like a child, girl  ...la-la-la-la-la-la-la, la, la La-la-la-la-la-la-la-la la la-la, la Baby, I love you But if you wanna leave, take good care Hope you make a lot of nice friends out there But just remember there's a lot of bad and beware Beware  Oh, baby, baby, it's a wild world It's hard to get by just upon a smile Oh, baby, baby, it's a wild world And I'll always remember you like a child, girl Oh, baby, baby, it's a wild world And it's hard to get by just upon a smile Oh, baby, baby, it's a wild world And I'll always remember you like a child, girl22EmbedShare URLCopyEmbedCopy
1;Easy;Commodores;I know it sounds funny, but I just can't stand the pain Girl, I'm leaving you tomorrow Seems to me girl, you know I've done all I can You see, I begged, stole and I borrowed, yeah, ooh  That's why I'm easy I'm easy like Sunday morning That's why I'm easy I'm easy like Sunday morning  Why in the world would anybody put chains on me, yeah? I've paid my dues to make it Everybody wants me to be what they want me to be I'm not happy when I try to fake it, no, ooh  That's why I'm easy, yeah I'm easy like Sunday morning That's why I'm easy I'm easy like Sunday morning  I wanna be high, so high I wanna be free to know the things I do are right I wanna be free Just me, oh babe Ooh  That's why I'm easy I'm easy like Sunday morning, yeah That's why I'm easy I'm easy like Sunday morning, woah 'Cause I'm easy, whoo Easy like Sunday morning, yeah 'Cause I'm easy Easy like Sunday morning, woah 'Cause I'm easy6EmbedShare URLCopyEmbedCopy
2;Hotel California;Eagles;"On a dark desert highway Cool wind in my hair Warm smell of colitas Rising up through the air Up ahead in the distance I saw a shimmering light My head grew heavy and my sight grew dim I had to stop for the night There she stood in the doorway I heard the mission bell And I was thinking to myself ""This could be Heaven or this could be Hell"" Then she lit up a candle And she showed me the way There were voices down the corridor I thought I heard them say  ""Welcome to the Hotel California Such a lovely place (Such a lovely place) Such a lovely face Plenty of room at the Hotel California Any time of year (Any time of year) You can find it here"" Her mind is Tiffany-twisted She got the Mercedes bends, uh She got a lot of pretty, pretty boys That she calls friends How they dance in the courtyard Sweet summer sweat Some dance to remember Some dance to forget So I called up the Captain ""Please bring me my wine"" He said, ""We haven't had that spirit here since 1969"" And still those voices are calling from far away Wake you up in the middle of the night Just to hear them say  ""Welcome to the Hotel California Such a lovely place (Such a lovely place) Such a lovely face They living it up at the Hotel California What a nice surprise (What a nice surprise) Bring your alibis""  Mirrors on the ceiling The pink champagne on ice And she said, ""We are all just prisoners here Of our own device"" And in the master's chambers They gathered for the feast They stab it with their steely knives But they just can't kill the beast Last thing I remember, I was Running for the door I had to find the passage back To the place I was before ""Relax,"" said the night man ""We are programmed to receive You can check out any time you like But you can never leave"" 244EmbedShare URLCopyEmbedCopy"
3;Rocket Man;Elton John;"These niggas know the deal, it's easy to get killed Wet that pussy up, see now you got the chills Your bright idea shooting at me, the fuck yeah Bright idea, 'til I blew out his light bulb I'm more than a hip hop legend, I'm iconic My sixteen is strong as fuck, I'm bionic Apparently...you a parody of real nigga shit Pop your forehead like a zit I don't fuck with no snitches so I need to know who telling And I need to know who they told on so I can fact check it The alpha and omega, Mobb nigga I'm a fixture Black culture, bougie niggas get they bitch took Like bad bitches get they body shook From Jamaica Ave. to the boulevard in Hollywood From the projects, Nam and Oslo Rocketman Elton John, call me P-iano  Yeah now I'm on my shit, got me on my shit I'll hit a nigga with the clipper And fade a nigga real quick, see Keep me on my shit, wiling on that shit I will ruin your life, I promise you that shit  Swedish features through the window of a Lincoln on the Bell swerving I felt certain I was born to be the best Earthling Felt worthless, so many Xs and circles On my mother neck I know I serve a purpose Smoke the same shit that turns a normal turtle to a ninja turtle Neo-ninja doing ? on Myrtle The motherfucker making a drug look like Urkel Foreign shooters like Türkoğlu 740 with the curtain and set to 1020 degrees Eyes closed switching speeds, hitting the weave I shapeshift to a disease, attack your lung and cripple your knees R&b chicks are twisted with ease, blitzkrieg You still posing for your little-league pictures I'm drinking beer straight out the pitcher I'll put your moms in an armbar at the bar-mitzvah Irish linen on the king I'm guaranteed I'm gonna win another ring  I supercede that crap, now bitches want this hard shit Niggas want this crack, them songs you got that's garbage Paralyze your ears, stop talking, this P rapping Been doing this for years, know money I keep racking, up Come with it nigga, get beat the fuck, up Next to me you're chuck meat Yeah, we just committed suicide With this swammi I get busy B; do or die Big bar champion, the Henny and the rap flow The great black shark, you just a little mackeral My bitch appetite for power surpass yours Now imagine my thoughts while I'm alone and you paused That's 600 horses stomping on your neck strap That's me, g-leaning with the pistol on my lap Got a 3:00 your death, I could pencil you in Ya'll niggas is chow, my gun fit to dig in 1EmbedShare URLCopyEmbedCopy"
4;How Deep Is Your Love;Bee Gees;I know your eyes in the morning sun I feel you touch me in the pouring rain And the moment that you wander far from me I wanna feel you in my arms again  And you come to me on a summer breeze Keep me warm in your love Then you softly leave And it's me you need to show  How deep is your love? How deep is your love? How deep is your love? I really mean to learn 'Cause we're living in a world of fools Breakin’ us down When they all should let us be We belong to you and me  I believe in you You know the door to my very soul You're the light in my deepest, darkest hour You're my saviour when I fall And you may not think I care for you When you know down inside That I really do And it's me you need to show  How deep is your love? How deep is your love How deep is your love I really mean to learn 'Cause we're living in a world of fools Breakin’ us down When they all should let us be We belong to you and me  Da-da-da-da-da Na-na-na na-na-na-na Na-na-na-na-na-na-na Na-na-na-na-na-na-na  And you come to me on a summer breeze Keep me warm in your love Then you softly leave And it's me you need to show How deep is your love? How deep is your love How deep is your love I really mean to learn 'Cause we're living in a world of fools Breakin’ us down When they all should let us be We belong to you and me How deep is your love How deep is your love I really mean to learn 'Cause we're living in a world of fools Breakin’ us down When they all should let us be We belong to you and me How deep is your love How deep is your love I really mean to learn 'Cause we're living in a world of fools Breakin’ us down When they all should let us be We belong to you and me25EmbedShare URLCopyEmbedCopy
5;Ain't No Sunshine;Bill Withers;Ain't no sunshine when she's gone It's not warm when she's away Ain't no sunshine when she's gone And she's always gone too long Anytime she goes away  Wonder this time where she's gone Wonder if she's gonna stay Ain't no sunshine when she's gone And this house just ain't no home Anytime she goes away  And I know, I know, I know, I know I know, I know, I know, I know I know, I know, I know, I know I know, I know, I know, I know I know, I know, I know, I know I know, I know, I know, I know I know, I know Hey, I ought to leave the young thing alone But ain't no sunshine when she's gone  Ain't no sunshine when she's gone Only darkness everyday Ain't no sunshine when she's gone And this house just ain't no home Anytime she goes away Anytime she goes away Anytime she goes away Anytime she goes away48EmbedShare URLCopyEmbedCopy
6;Wonderful Tonight;Eric Clapton;"It's late in the evening, she's wondering what clothes to wear She puts on her make-up and brushes her long blonde hair And then she asks me, ""Do I look all right?"" And I say, ""Yes, you look wonderful tonight""  We go to a party and everyone turns to see This beautiful lady that's walking around with me And then she asks me ""Do you feel all right?"" And I say, ""Yes, I feel wonderful tonight""  I feel wonderful because I see The love light in your eyes And the wonder of it all Is that you just don't realize how much I love you  It's time to go home now and I've got an aching head So I give her the car keys and she helps me to bed And then I tell her, as I turn out the light I say, ""My darling, you were wonderful tonight Oh my darling, you were wonderful tonight""9EmbedShare URLCopyEmbedCopy"
7;Maggie May;Rod Stewart;Wake up, Maggie I think I got somethin' to say to you It's late September And I really should be back at school  I know I keep you amused But I feel I'm being used Oh, Maggie, I couldn't have tried anymore You led me away from home Just to save you from being alone You stole my heart and that's what really hurts  The morning sun, when it's in your face Really shows your age But that don't worry me none In my eyes, you're everything  I laughed at all of your jokes My love you didn't need to coax Oh, Maggie, I couldn't have tried anymore You led me away from home Just to save you from being alone You stole my soul and that's a pain I can do without All I needed was a friend To lend a guiding hand But you turned into a lover, and mother, what a lover You wore me out  All you did was wreck my bed And in the morning kick me in the head Oh, Maggie, I couldn't have tried anymore You led me away from home 'Cause you didn't want to be alone You stole my heart, I couldn't leave you if I tried   I suppose I could collect my books And get on back to school Or steal my daddy's cue And make a living out of playing pool  Or find myself a rock and roll band That needs a helping hand Oh, Maggie, I wished I'd never seen your face You made a first-class fool out of me But I'm as blind as a fool can be You stole my heart, but I love you anyway  Maggie, I wished I'd never seen your face I'll get on back home one of these days Ooh, ooh, ooh12EmbedShare URLCopyEmbedCopy
8;You're so Vain;Carly Simon;Son of a gun  You walked into the party Like you were walking onto a yacht Your hat strategically dipped below one eye Your scarf it was apricot You had one eye in the mirror As you watched yourself gavotte And all the girls dreamed that they'd be your partner They'd be your partner  You're so vain You probably think this song is about you You're so vain I'll bet you think this song is about you Don't you? Don't you? Don't you?  You had me several years ago When I was still quite naive Well, you said that we made such a pretty pair And that you would never leave But you gave away the things you loved And one of them was me I had some dreams they were clouds in my coffee Clouds in my coffee, and You're so vain You probably think this song is about you You're so vain I'll bet you think this song is about you Don't you? Don't you? Don't you?  I had some dreams they were clouds in my coffee Clouds in my coffee, and  You're so vain You probably think this song is about you You're so vain I'll bet you think this song is about you Don't you? Don't you? Don't you?  Well, I hear you went up to Saratoga And your horse naturally won Then you flew your Learjet up to Nova Scotia To see the total eclipse of the sun Well, you're where you should be all the time And when you're not, you're with Some underworld spy or the wife of a close friend Wife of a close friend, and You're so vain You probably think this song is about you You're so vain I'll bet you think this song is about you Don't you? Don't you? Don't you? You're so vain You probably think this song is about you You're so vain You probably think this song is about you You're so vain16EmbedShare URLCopyEmbedCopy
9;Go Your Own Way;Fleetwood Mac;Loving you isn't the right thing to do How can I ever change things that I feel? If I could, maybe I'd give you my world How can I when you won't take it from me? You can go your own way, go your own way You can call it another lonely day You can go your own way, go your own way  Tell me why everything turned around Packing up, shacking up's all you wanna do If I could, baby, I'd give you my world Open up, everything's waiting for you  You can go your own way, go your own way You can call it another lonely day You can go your own way, go your own way  You can go your own way, go your own way You can call it another lonely day, another lonely day You can go your own way, go your own way You can call it another lonely day  You can go your own way You can call it another lonely day You can go your own way19EmbedShare URLCopyEmbedCopy
